time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2993.656696	27.192215	0.014609	1.861339	9
2994.720365	26.659903	0.014622	1.823224	10
2995.742797	27.976879	0.014575	1.919470	11
2996.800456	27.431349	0.014630	1.874991	12
2997.828679	28.542459	0.014602	1.954648	13
2998.882594	26.585989	0.014595	1.821610	14
2999.914638	28.137083	0.014605	1.926503	15
3000.967165	26.921122	0.014601	1.843745	16
3002.000669	28.623518	0.014595	1.961186	17
3003.048868	27.664154	0.014573	1.898335	18
3004.083138	28.403469	0.014635	1.940796	19
3005.128975	28.378136	0.014603	1.943269	20
3006.168961	28.733206	0.014603	1.967597	21
3007.215413	27.528379	0.014622	1.882667	22
3008.254003	28.639942	0.014627	1.957994	23
3009.298202	28.264927	0.014596	1.936484	24
3010.337471	29.226595	0.014563	2.006941	25
3011.380517	28.973341	0.014620	1.981744	26
3012.422956	29.781988	0.014586	2.041870	27
3013.465050	28.702248	0.014604	1.965337	28
3014.505137	29.088194	0.014570	1.996388	29
3015.550445	28.717434	0.014638	1.961808	30
3016.590074	29.555475	0.014604	2.023743	31
3017.634427	29.018557	0.014602	1.987352	32
3018.672593	30.142296	0.014608	2.063345	33
3019.716902	29.811413	0.014615	2.039833	34
3020.755651	30.418797	0.014600	2.083450	35
3021.801755	29.076426	0.014571	1.995475	36
3022.838220	30.312626	0.014643	2.070180	37
3023.889941	28.928547	0.014620	1.978682	38
3024.922090	31.099188	0.014675	2.119249	39
3025.972224	30.277431	0.014628	2.069855	40
3027.005392	31.264654	0.014585	2.143579	41
3028.057552	30.043903	0.014612	2.056133	42
3029.089999	31.165493	0.014619	2.131781	43
3030.142075	29.694172	0.014595	2.034597	44
3031.170447	31.518332	0.014604	2.158198	45
3032.229116	30.890507	0.014596	2.116298	46
3033.252141	32.707165	0.014629	2.235745	47
3034.311280	30.785982	0.014621	2.105601	48
3035.336622	32.578827	0.014598	2.231734	49
3036.397068	30.349335	0.014606	2.077885	50
3037.419162	32.547920	0.014605	2.228576	51
3038.483055	30.573242	0.014607	2.093121	52
3039.501248	32.864006	0.014602	2.250712	53
3040.567372	31.010052	0.014611	2.122421	54
3041.585012	33.040417	0.014564	2.268572	55
3042.652396	30.571882	0.014625	2.090401	56
3043.669884	33.068119	0.014604	2.264281	57
3044.736727	30.609547	0.014602	2.096324	58
3045.751885	33.322708	0.014628	2.278024	59
3046.821327	31.214760	0.014645	2.131482	60
3047.836834	33.380714	0.014571	2.290914	61
3048.904800	31.256239	0.014595	2.141532	62
3049.919121	33.992661	0.014609	2.326808	63
3050.988785	31.112474	0.014605	2.130215	64
3052.002903	34.129509	0.014595	2.338417	65
3053.072869	31.404617	0.014600	2.151018	66
3054.087667	33.989689	0.014614	2.325757	67
3055.155717	32.180500	0.014594	2.205001	68
3056.171352	34.794716	0.014606	2.382153	69
3057.241899	31.940405	0.014567	2.192614	70
3058.254690	35.072628	0.014601	2.402002	71
3059.323253	32.196030	0.014603	2.204707	72
3060.339213	34.382854	0.014592	2.356337	73
3061.407677	32.730839	0.014592	2.243041	74
3062.424219	35.217552	0.014618	2.409154	75
3063.491683	32.802246	0.014606	2.245730	76
3064.509766	34.819260	0.014586	2.387175	77
3065.574346	32.617603	0.014621	2.230832	78
3066.594355	33.666344	0.014572	2.310343	79
3067.655208	33.054638	0.014607	2.262864	80
3068.677322	34.827808	0.014575	2.389621	81
3069.738478	33.806049	0.014678	2.303198	82
