time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
4983.433400	32.469288	0.014571	2.228378	94
4984.501851	31.072428	0.014587	2.130205	95
4985.517569	32.835922	0.014628	2.244735	96
4986.587058	32.145847	0.014635	2.196565	97
4987.601401	33.307995	0.014595	2.282098	98
4988.668026	31.749434	0.014592	2.175860	99
4989.685396	33.775898	0.014586	2.315678	100
4990.751948	32.839321	0.014593	2.250335	101
4991.769545	34.299030	0.014593	2.350360	102
4992.834248	32.851437	0.014603	2.249626	103
4993.855067	35.177139	0.014596	2.410123	104
