time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
1941.715241	39.089649	0.024165	1.617643	26
1942.776980	37.725853	0.024232	1.556847	27
1943.800023	37.322510	0.024198	1.542400	28
1944.859978	39.051682	0.024219	1.612463	29
1945.883119	38.669071	0.024175	1.599542	30
1946.947769	37.498428	0.024119	1.554704	31
1947.966794	37.867020	0.024179	1.566142	32
1949.032337	37.869850	0.024196	1.565100	33
1950.049180	37.910183	0.024108	1.572533	34
1951.115789	37.621433	0.024151	1.557767	35
1952.134411	38.033371	0.024157	1.574408	36
1953.198702	38.587646	0.024201	1.594466	37
1954.221222	37.156643	0.024155	1.538274	38
1955.282120	37.354767	0.024176	1.545143	39
1956.306262	37.280964	0.024170	1.542446	40
1957.365186	36.791889	0.024134	1.524466	41
1958.392324	36.174355	0.024119	1.499842	42
1959.444686	38.440414	0.024163	1.590864	43
1960.479183	36.479877	0.024195	1.507747	44
1961.526480	37.874508	0.024156	1.567899	45
1962.565952	36.039146	0.024110	1.494768	46
1963.610431	37.803925	0.024202	1.562030	47
1964.649587	36.416950	0.024119	1.509858	48
1965.693640	37.983643	0.024179	1.570919	49
1966.733142	36.461269	0.024156	1.509427	50
1967.780995	37.573360	0.024210	1.551984	51
1968.814856	36.487556	0.024149	1.510932	52
1969.868678	36.564816	0.024164	1.513177	53
1970.895828	35.961033	0.024166	1.488075	54
1971.955546	36.697571	0.024173	1.518097	55
1972.975488	36.193199	0.024165	1.497736	56
1974.042766	36.200809	0.024189	1.496574	57
1975.058910	36.128712	0.024158	1.495527	58
1976.127824	35.843185	0.024225	1.479573	59
1977.143560	35.981773	0.024152	1.489802	60
1978.211092	35.435593	0.024147	1.467521	61
1979.228217	35.116776	0.024179	1.452388	62
1980.292596	35.821911	0.024196	1.480502	63
1981.314027	34.954807	0.024160	1.446833	64
1982.375019	36.048615	0.024152	1.492577	65
1983.400441	34.798889	0.024146	1.441196	66
1984.457256	35.863392	0.024165	1.484086	67
1985.484895	34.704876	0.024149	1.437089	68
1986.540823	35.450203	0.024170	1.466712	69
1987.570260	34.338558	0.024202	1.418814	70
1988.623685	35.570473	0.024145	1.473187	71
1989.654487	34.630325	0.024165	1.433101	72
1990.706954	35.289562	0.024151	1.461231	73
1991.739648	33.940666	0.024160	1.404839	74
1992.793640	34.433483	0.024157	1.425385	75
1993.823315	33.881721	0.024143	1.403383	76
1994.876768	34.586052	0.024105	1.434785	77
1995.904674	34.097355	0.024156	1.411561	78
